
============================================================
📁 ARQUIVO: HAVOK_TV_-_ANDROMEDA_-__[Teste_04h]_-_Andromeda_[19-01-2026_21h06].m3u
📅 DATA: 19/01/2026 21:06
------------------------------------------------------------
ℹ️ BASE DE DADOS INICIADA: 441047 itens.

============================================================
📁 ARQUIVO: HAVOK_TV_-_ANDROMEDA_-__[Teste_04h]_-_Andromeda_[20-01-2026_17h32].m3u
📅 DATA: 20/01/2026 17:32
------------------------------------------------------------
🟢 ENTRARAM (10801):
   + [♦️FILMES |xXx ADULTOS] ALEXISTAESloppyBJFacialFoursome_s01_JonniDarkko_JovanJordan [Adulto]  | (1ª vez: 20/01/2026 17:32)
   - [Filmes | Comédia] Cha Cha Real Smooth - O Próximo Passo (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Chef (2014)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Christopher Robin: Um Reencontro Inesquecível (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Chuva de Milhões (1985)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Cinquenta Tons de Preto (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Clonaram Tyrone! (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Clube da Luta para Meninas (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Clube dos Cinco (1985)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Clube dos Divorciados  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Clube dos Pervertidos (2004)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Coffee & Kareem (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Coisas do Amor (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Com Mérito (1994)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Com a Cor e a Coragem 2 (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Combinação Perfeita (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Agarrar um Marido (1992)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Agradar Uma Mulher (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Hackear Seu Chefe (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Impedir um Assalto  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Perder um Homem em 10 Dias (2003)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Sair de Buffalo (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Se Fosse a Primeira Vez  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Se Fosse a Primeira Vez (2004)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Se Livrar de uma Madrasta  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Se Tornar Influente (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Ser Solteira (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Treinar o Seu Marido (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como Vender a Lua (2024)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Como se Tornar um Conquistador (2017)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Compramos um Zoológico (2011)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Conduzindo Madeleine (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Confessionário (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Confissões de um Adolescente (1986)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Confissões de uma Garota Excluída (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Confusão de Elite (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Conselheira do Amor (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Conserto de motor pequeno (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Convenção das Bruxas (1990)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Coração Quente!  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Coração de Fogo (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Coroada De Amor Sua Volta Por Cima Com Tres Filhos  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Corra que a Polícia Vem Aí! 2½  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Corra que a Polícia Vem Aí! 33⅓: O Insulto Final  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Correndo Atrás (2000)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Correndo Atrás de um Pai (2017)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Correspondentes Especiais (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crescendo Juntas (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crescer Não é Brincadeira 2 (2024)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Criando Verdades  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crocodilo (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crocodilo Dundee (1986)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crocodilo Dundee II (1988)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crocodilo Dundee em Hollywood (2001)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Cruella (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crush à Altura (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crush à Altura 2 (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Crush: Amor Colorido (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Cruzeiro das Loucas (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Curso de Verão (1987)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Curtindo a Vida Adoidado (1986)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Curvas Perigosas (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Cônicos e Cômicos (1993)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Cúmplices (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] DIA DO SIM (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Damas De Preto (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dançarina Imperfeita (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Daphne e Velma (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] David contra os Bancos (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Carona para o Amor (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Férias da Família (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Novo! (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Perto Ela Não é Normal (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Repente uma Família (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Repente é Amor (2005)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De Volta ao Baile (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] De repente (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Debi & Lóide: Dois Idiotas em Apuros (1994)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deixa Rolar (2014)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Delicioso - Da Cozinha para o Mundo (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Demolição (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Derrapada (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Desapega! (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Descobrindo a Vida (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Descompensada (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Desconectados (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deslizando pela Vida (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deslumbrado (2025)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Despedida em Grande Estilo (2017)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Desperados (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Destemida (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Destino Londres (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Desumano (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Detox Digital (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deu Tudo Errado (1996)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deu a Louca na História: O Filme (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deu a Louca nos Bichos (2010)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deu a Louca nos Monstros (1987)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Deus e Bin Laden (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Discurso Oculto (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dissonantes  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Divórcio em Las Vegas (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dizem por aí... (2005)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Diário de um Banana (2010)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Diário de um Banana 2: Rodrick é o Cara (2011)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Diário de um Banana: Caindo na Estrada (2017)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Do Not Disturb (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Do Que as Mulheres Gostam (2000)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Do Que os Homens Gostam (2003)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Do Que os Homens Gostam (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doce Lar (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doce Lar (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doce Veneno (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dois + Dois (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dois Caras Legais (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dois Doidões em Harvard (2001)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dois Doidões em Harvard 2 (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dormindo Fora de Casa (2004)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dormindo com as Outras Pessoas (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dotado Para Brilhar (2011)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doula (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doze é Demais (2003)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doze é Demais (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Doze é Demais 2 (2005)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dr. Dolittle 2 (2001)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Dr. Dolittle 3 (2006)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Driblando o Destino (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Drillbit Taylor (2008)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Drogas e Jingle Bells (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Druk: Mais uma Rodada (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duas Por Uma (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duas Tias Loucas de Férias (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duelo no Asfalto (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duplamente Gravida2  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duplamente Grávida (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duplex (2003)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Duplo Contrato Amor 1  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] E Agora? A Mamãe Saiu de Férias! (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] E Agora? A Mamãe Saiu de Férias! 2... E Levou a Família (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] E Agora? Repeti em Ciências? (2012)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] E Se Fosse Verdade (2005)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] E... Que Deus Nos Ajude!!!  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Edward Mãos de Tesoura (1990)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ela e os Caras (2007)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ela é Demais para Mim (2010)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ela é a Poderosa (2007)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ela é o Cara (2006)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ela é o Diabo (1989)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ele Está de Volta (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ele Me Partiu O Coracao  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ele Não Está Tão a Fim de Você (2009)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ele é Demais (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Elvira: a Rainha das Trevas (1988)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Em Algum Lugar do Queens (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Em Busca do Bilhete Premiado (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Em Busca do Ouro (1925)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Em Uma Ilha Bem Distante (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Em um Passe de Mágica (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Emma (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Encaixe Perfeito (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Encolhi as Crianças (1989)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Encontra um Tesouro (1981)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Encontro de Amor (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Encontro s Escuras  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Encontros e Desencontros do Amor (2014)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ensina-me o Amor (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entergalactic (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entourage: Fama e Amizade (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entrando Numa Fria (2000)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entrando Numa Fria Maior Ainda (2004)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entrando Numa Fria Maior Ainda com a Família (2010)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entrando Numa Roubada (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entre Rosas (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entre Vinho e Vinagre (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entre os Templos (2024)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Entrei em Pânico ao Saber o Que Vocês Fizeram na Sexta-feira 13 do Verão Passado (2001)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Enxame (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Era Uma Vez em… Hollywood (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Era Uma Vez um Colchão (2005)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ernest - O Herói Doidão (1987)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ernest - Um Trapalhão na Cadeia (1990)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ernest Vai Para A Escola (1994)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ernest e As Jóias da Coroa (1993)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ernest: O Bobo e A Fera (1991)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escape Room - Sem Saída (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escola da Máfia (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escola da Vida (2005)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escola de Espiões (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escola de Rock (2003)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escola de Solteiras (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escondido no Acampamento (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Escrito nas Estrelas (1993)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Esculturas da Vida (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Espanglês (2004)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Espartalhões (2008)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Especialista em Crise (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Espião por Engano  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Espontânea (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Esposa de Mentirinha (2011)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Espírito de Família (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Espírito do Mal (2003)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Esqueceram de Mim 2: Perdido em Nova York (1992)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Esqueceram de Mim 4 (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Esqueceram de Nós (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Essas Garotas (1988)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Este é o Meu Garoto (2012)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Esticando a Festa (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Estocolmo (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Está Tudo Bem Comigo? (2024)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Estômago (2007)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Aceito (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Acredito em Conto de Fadas (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Contra Você: A Vingança do Sr. S (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Me Importo (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Mesma e Diana (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Mesmo & Irene (2000)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Não Sou um Homem Fácil (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Não Sou um Robô (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Te Amo (1981)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu Te Amo (2008)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eu os Declaro Marido... e Larry (2007)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Eurotrip: Passaporte para a Confusão (2004)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ex casados (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Explota Explota (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Falei (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fama a Qualquer Preço (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Família Não Se Escolhe  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Família do Bagulho (2013)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fantasy Football (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fascinado Por Ela 1  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fascinado Por Ela 2  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Febre de Juventude (1978)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Feel the Beat (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Feito Cães e Gatos (1996)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Feliz Ano Nosso (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Feliz Assalto! (2025)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fervo (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Festa da Salsicha (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Festa do Pijama Muito Louca (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Festival Eurovision da Canção: A Saga de Sigrit e Lars (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Festival Sangrento (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Ficção Americana (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fight or Flight (2025)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Filhinho da Mamãe (2007)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Final Feliz (2018)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Finalmente 18 (2013)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Flamin' Hot: O Sabor que Mudou a História (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Flops: Agentes Nada Secretos (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Flor de Cacto (1969)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Florence: Quem é Essa Mulher? (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fora de Série (2019)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fora dos Trilhos (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Forever Rich (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fortuna Revelada Meu Marido E De Estouro 1  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fortuna Revelada Meu Marido E De Estouro 2  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Força de Pai para Filha (2022)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] France: Sob Os Holofotes (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Free Guy: Assumindo o Controle (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Frida (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Friends: A Reunião (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fuga Para A Liberdade (2016)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fundo do Poço (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fã ou Hater? (2025)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Fé Demais Não Cheira Bem (1992)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias Frustradas (1983)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias Frustradas (2015)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias Frustradas II (1985)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias Frustradas de Verão (2009)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias Frustradas em Las Vegas (1997)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias Frustradas na Europa (1985)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias a Todo Custo (2020)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias da Pesada  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias de Verão (2023)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias do Barulho (1985)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Férias no Trailer (2006)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garcia & Garcia (2021)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garota Mimada (2008)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garota Sinal Verde  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garota Veneno (2002)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garotas S.A (2008)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garotas em Fuga (2024)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Garçonete (2007)  | (Visto em: 19/01/2026 21:06)
   - [Filmes | Comédia] Gatinhas Espertas (1987)  | (Visto em: 19/01/2026 21:06)
